date, pm25, pm10, o3, no2, so2, co
3/11/2020,92,59,50,22,1,7
3/12/2020,143,52,46,14,1,5
3/13/2020,131,30,36,14,1,4
3/14/2020,78,39,37,14,1,4
3/15/2020,69,58,46,26,2,6
3/16/2020,106,34,37,14,2,4
3/17/2020,52,48,57,22,3,4
3/18/2020,321,61,81,27,2,6
3/19/2020,275,56,38,17,3,5
3/20/2020,106,51,50,16,1,3
3/21/2020,61,57,59,22,4,6
3/22/2020,107,46,44,12,1,5
3/23/2020,118,25,39,13,1,3
3/24/2020,58,36,45,18,2,4
3/25/2020,85,33,53,13,2,4
3/26/2020,67,40,24,25,1,8
3/27/2020,107,34,35,8,1,5
3/28/2020,62,23,32,8,2,3
3/29/2020,43,28,31,11,1,3
3/30/2020,43,22,33,15,1,4
3/31/2020,63,27,37,15,1,4
4/1/2020,67,39,53,13,3,5
4/2/2020,108,41,44,13,2,4
4/3/2020,68,46,46,19,3,4
4/4/2020,97,59,70,26,4,5
4/5/2020,136,38,47,8,2,2
4/6/2020,56,36,38,15,2,3
4/7/2020,65,42,37,28,3,4
4/8/2020,88,48,57,30,3,4
4/9/2020,93,50,52,21,3,4
4/10/2020,111,43,49,12,2,4
4/11/2020,86,31,40,10,2,4
4/12/2020,86,51,54,14,3,7
4/13/2020,136,64,62,22,5,8
4/14/2020,147,63,84,25,3,6
4/15/2020,157,58,66,25,4,6
4/16/2020,130,52,80,22,4,7
4/17/2020,116,69,41,37,4,9
4/18/2020,132,63,56,24,4,9
4/19/2020,123,38,47,13,2,8
4/20/2020,104,51,90,16,2,9
