date, pm25, pm10, o3, no2, so2, co
3/9/2020,76,31,18,28,1,6
3/10/2020,70,27,43,44,2,7
3/11/2020,53,28,40,24,1,7
3/12/2020,64,56,42,32, ,7
3/13/2020,96,61,18,34,1,7
3/14/2020,132,27,33,34,2,8
3/15/2020,62,43,44,25,1,7
3/16/2020,89,48,50,31,1,6
3/17/2020,80,52,48,36,1,6
3/18/2020,78,44,39,44,2,6
3/19/2020,86,32,23,42,2,7
3/20/2020,75,36,26,34,1,7
3/21/2020,84,58,34,36,1,7
3/22/2020,97,34,20,30,2,7
3/23/2020,76,30,32,34,4,7
3/24/2020,70,37,42,26,1,6
3/25/2020,71,32,36,28,2,6
3/26/2020,66,32,27,32,2,7
3/27/2020,76,28,19,32,3,7
3/28/2020,70,25,26,32,3,7
3/29/2020,62,29,28,16,2,6
3/30/2020,45,21,26,26,3,6
3/31/2020,55,18,9,26,3,7
4/1/2020,52,22,26,24,3,8
4/2/2020,52,27,40,25,2,7
4/3/2020,55,30,38,29,3,7
4/4/2020,71,16,39,22,2,7
4/5/2020,47,20,33,17,2,6
4/6/2020,56,20,38,31,3,7
4/7/2020,56,15,32,32,3,8
4/8/2020,42,27,38,29,3,6
4/9/2020,59,36,46,40,3,6
4/10/2020,63,35,54,22,3,6
4/11/2020,65,52,41,39,4,7
4/12/2020,82,23,50,35,3,7
4/13/2020,50,27,51,32,4,5
4/14/2020,57,39,48,44,4,6
4/15/2020,71,45,63,55,4,7
4/16/2020,87,36,39,44,4,6
4/17/2020,75,31,33,37,3,7
4/18/2020,63,37,26,37,3,6
4/19/2020,70,32,19,31,4,6
4/20/2020,64,22,16,23,4,6
