date, pm25, pm10, o3, no2, so2, co
3/14/2020,144,88,16,32,4,9
3/15/2020,136,89,27,30,7,9
3/16/2020,151,45,27,11,4,8
3/17/2020,88,39,40,20,2,8
3/18/2020,82,68,32,35,4,7
3/19/2020,128,53,48,22,4,6
3/20/2020,100,66,75,31,5,7
3/21/2020,127,70,81,27,6,10
3/22/2020,140,49,48,16,3,7
3/23/2020,115,65,72,27,6,9
3/24/2020,135,88,60,33,6,9
3/25/2020,162,74,80,17,5,8
3/26/2020,159,87,36,20,4,8
3/27/2020,156,38,38,7,3,4
3/28/2020,68,18,26,7,2,5
3/29/2020,52,22,28,10,2,5
3/30/2020,59,33,18,16,3,5
3/31/2020,73,33,35,16,1,6
4/1/2020,89,45,31,15,2,5
4/2/2020,99,45,22,15,3,5
4/3/2020,103,15,20,9,3,5
4/4/2020,52,22,39,11,2,5
4/5/2020,70,51,35,18,3,6
4/6/2020,113,55,13,25,3,7
4/7/2020,132,70,31,25,5,8
4/8/2020,162,52,50,21,3,7
4/9/2020,124,52,67,23,2,6
4/10/2020,152,45,63,9,2,4
4/11/2020,103,55,49,11,2,4
4/12/2020,100,88,32,22,3,5
4/13/2020,140,57,34,10,2,4
4/14/2020,108,60,57,14,2,5
4/15/2020,134,87,55,26,3,10
4/16/2020,168,92,89,20,4,7
4/17/2020,199,65,44,19,3,5
4/18/2020,120,44,65,7,2,3
4/19/2020,77,45,25,12,2,4
4/20/2020,90,54,32,17,3,6
