date, pm25, pm10, o3, no2, so2, co
3/15/2020,69,54, ,15,2,7
3/16/2020,110,53,50,17,3,7
3/17/2020,97,53,28,22,3,6
3/18/2020,88,48,25,26,3,7
3/19/2020,173,29,14,24,3,8
3/20/2020,71,36,10,29,2,8
3/21/2020,104,37,15,24,2,7
3/22/2020,104,36,42,14,2,6
3/23/2020,79,48,48,19,3,7
3/24/2020,87,38,44,13,3,6
3/25/2020,83,39,45,14,3,6
3/26/2020,76,31,21,16,2,6
3/27/2020,69,28,20,18,2,6
3/28/2020,61,18,21,15,2,6
3/29/2020,46,47,13,20,2,8
3/30/2020,89,11,6,13,2,7
3/31/2020,27,15,2,12,2,7
4/1/2020,38,24,4,14,3,8
4/2/2020,49,43,2,16,2,8
4/3/2020,80,25,2,17,2,8
4/4/2020,54,20, ,16,3,7
4/5/2020,47,17, ,15,2,5
4/6/2020,51,19, ,19,2,7
4/7/2020,56,35,1,24,3,7
4/8/2020,73,68,37,33,4,9
4/9/2020,125,62,103,36,4,9
4/10/2020,127,48,50,27,4,5
4/11/2020,85,55,16,27,3,6
4/12/2020,100,20,45,11,3,5
4/13/2020,39,36,48,19,3,4
4/14/2020,74,75,34,49,7,7
4/15/2020,153,82,108,36,5,8
4/16/2020,154,53,88,22,4,7
4/17/2020,119,47,50,20,4,5
4/18/2020,84,53,41,22,4,6
4/19/2020,87,51,43,17,2,6
4/20/2020,85,35, ,13,3,5
